Name,Flow,Amount,Description (name),Description (flow)
NUCLEAR,ELECTRICITY_EHV,1.0,Nuclear Power Generation,Electricity (extra high voltage)
NUCLEAR,URANIUM,-2.7,Nuclear Power Generation,Uranium
OCGT_BIOGAS_LARGE,CO2_A,0.524,Open Cycle BioGas Turbine 243 MW,CO2 emission (from carbon-intensive fields)
OCGT_BIOGAS_LARGE,ELECTRICITY_HV,1.0,Open Cycle BioGas Turbine 243 MW,Electricity (high voltage)
OCGT_BIOGAS_LARGE,SNG_HP,-2.5,Open Cycle BioGas Turbine 243 MW,Synthetic natural gas (high pressure)
OCGT_BIOGAS_SMALL,CO2_A,0.524,Open Cycle BioGas Turbine 100 MW,CO2 emission (from carbon-intensive fields)
OCGT_BIOGAS_SMALL,ELECTRICITY_HV,1.0,Open Cycle BioGas Turbine 100 MW,Electricity (high voltage)
OCGT_BIOGAS_SMALL,SNG_HP,-2.5,Open Cycle BioGas Turbine 100 MW,Synthetic natural gas (high pressure)
OCGT_LARGE,CO2_A,0.524,Open Cycle Gas Turbine 243 MW,CO2 emission (from carbon-intensive fields)
OCGT_LARGE,ELECTRICITY_HV,1.0,Open Cycle Gas Turbine 243 MW,Electricity (high voltage)
OCGT_LARGE,NG_HP,-2.5,Open Cycle Gas Turbine 243 MW,Natural gas (high pressure)
OCGT_SMALL,CO2_A,0.524,Open Cycle Gas Turbine 100 MW,CO2 emission (from carbon-intensive fields)
OCGT_SMALL,ELECTRICITY_HV,1.0,Open Cycle Gas Turbine 100 MW,Electricity (high voltage)
OCGT_SMALL,NG_HP,-2.5,Open Cycle Gas Turbine 100 MW,Natural gas (high pressure)
PAFC,ELECTRICITY_LV,1.647,Phosphoric Acid Fuel Cell,Electricity (low voltage)
PAFC,H2_HP,-2.941,Phosphoric Acid Fuel Cell,Hydrogen (high pressure)
PAFC,HEAT_LOW_T_DECEN,1.0,Phosphoric Acid Fuel Cell,"Heat (low temperature, decentralized)"
PAPER_MAKING,ELECTRICITY_EHV,-0.65,Paper Production,Electricity (extra high voltage)
PAPER_MAKING,HEAT_HIGH_T,-2.22,Paper Production,Heat (high temperature)
PAPER_MAKING,PAPER,1.0,Paper Production,Paper
PAPER_MAKING_HP,ELECTRICITY_HV,-0.789,Paper Production (heat pump),Electricity (high voltage)
PAPER_MAKING_HP,HEAT_HIGH_T,-0.383,Paper Production (heat pump),Heat (high temperature)
PAPER_MAKING_HP,PAPER,1.0,Paper Production (heat pump),Paper
PAPER_MAKING_HR,ELECTRICITY_EHV,-1.104,Paper Production with Heat Recovery,Electricity (extra high voltage)
PAPER_MAKING_HR,HEAT_HIGH_T,-0.383,Paper Production with Heat Recovery,Heat (high temperature)
PAPER_MAKING_HR,HEAT_WASTE,0.05,Paper Production with Heat Recovery,Heat waste
PAPER_MAKING_HR,PAPER,1.0,Paper Production with Heat Recovery,Paper
PE,PE,1.0,Polyethylene,Polyethylene
PEMFC,ELECTRICITY_LV,2.778,Proton Exchange Membrane Fuel Cell,Electricity (low voltage)
PEMFC,H2_HP,-4.444,Proton Exchange Membrane Fuel Cell,Hydrogen (high pressure)
PEMFC,HEAT_LOW_T_DECEN,1.0,Proton Exchange Membrane Fuel Cell,"Heat (low temperature, decentralized)"
PEM_ELECTROLYSIS,ELECTRICITY_HV,-1.43,Proton Exchange Membrane Electrolysis,Electricity (high voltage)
PEM_ELECTROLYSIS,H2_MP,1.0,Proton Exchange Membrane Electrolysis,Hydrogen (medium pressure)
PEM_ELECTROLYSIS,HEAT_LOW_T_DECEN,0.26,Proton Exchange Membrane Electrolysis,"Heat (low temperature, decentralized)"
PET,PET,1.0,Polyethylene terephthalate,Polyethylene terephthalate
PET_FORMATION,ETHYLENE,-1.424,Polyethylene Terephthalate Formation,Ethylene
PET_FORMATION,PET,1.0,Polyethylene Terephthalate Formation,Polyethylene terephthalate
PHENOL,PHENOL,1.0,Phenol,Phenol
PLANE_FREIGHT_BIO,BIO_JETFUEL,-1.294,Bio-Jet Fuel-Powered Freight Plane,Bio-jetfuel
PLANE_FREIGHT_BIO,CO2_E,0.324,Bio-Jet Fuel-Powered Freight Plane,CO2 emission (from nonconcentrated spot sources)
PLANE_FREIGHT_BIO,MOB_FREIGHT_ELD,1.0,Bio-Jet Fuel-Powered Freight Plane,Freight mobility
PLANE_FREIGHT,CO2_E,0.324,Plane Freight,CO2 emission (from nonconcentrated spot sources)
PLANE_FREIGHT,JETFUEL,-1.294,Plane Freight,Jet fuel
PLANE_FREIGHT,MOB_FREIGHT_ELD,1.0,Plane Freight,Freight mobility
PLANE_LH_BIO,BIO_JETFUEL,-0.734,Bio-Jet Fuel-Powered Long Haul Passenger Plane,Bio-jetfuel
PLANE_LH_BIO,CO2_E,0.183,Bio-Jet Fuel-Powered Long Haul Passenger Plane,CO2 emission (from nonconcentrated spot sources)
PLANE_LH_BIO,MOB_PUBLIC_ELD,1.0,Bio-Jet Fuel-Powered Long Haul Passenger Plane,Public mobility
PLANE_LH,CO2_E,0.183,Passenger Plane long haul,CO2 emission (from nonconcentrated spot sources)
PLANE_LH,JETFUEL,-0.734,Passenger Plane long haul,Jet fuel
PLANE_LH,MOB_PUBLIC_ELD,1.0,Passenger Plane long haul,Public mobility
PLANE_SH_BIO,BIO_JETFUEL,-0.734,Bio-Jet Fuel-Powered Short Haul Passenger Plane,Bio-jetfuel
PLANE_SH_BIO,CO2_E,0.183,Bio-Jet Fuel-Powered Short Haul Passenger Plane,CO2 emission (from nonconcentrated spot sources)
PLANE_SH_BIO,MOB_PUBLIC_LD,1.0,Bio-Jet Fuel-Powered Short Haul Passenger Plane,Public mobility
PLANE_SH,CO2_E,0.183,Passenger Plane short haul,CO2 emission (from nonconcentrated spot sources)
PLANE_SH,JETFUEL,-0.734,Passenger Plane short haul,Jet fuel
PLANE_SH,MOB_PUBLIC_LD,1.0,Passenger Plane short haul,Public mobility
POLYPROPYLENE_PP,PP,1.0,Polypropylene Production,Polypropylene
POLYPROPYLENE_PP,PROPYLENE,-1.191,Polypropylene Production,Propylene
PP,PP,1.0,Polypropylene,Polypropylene
PROPANE,PROPANE,1.0,Propane,Propane
PROPYLENE,PROPYLENE,1.0,Propylene,Propylene
PS,PS,1.0,Polystyrene,Polystyrene
PV_GROUND,ELECTRICITY_LV,1.0,Open Ground Photovoltaic Solar Energy,Electricity (low voltage)
PV_GROUND,RES_SOLAR,-1.0,Open Ground Photovoltaic Solar Energy,Solar resource
PV_ROOF,ELECTRICITY_LV,1.0,Slanted-Roof Photovoltaic Solar Energy,Electricity (low voltage)
PV_ROOF,RES_SOLAR,-1.0,Slanted-Roof Photovoltaic Solar Energy,Solar resource
PVC,PVC,1.0,Polyvinyl chloride,Polyvinyl chloride
PVC_FORMATION,ETHYLENE,-1.511,Polyvinyl Chloride Formation,Ethylene
PVC_FORMATION,PVC,1.0,Polyvinyl Chloride Formation,Polyvinyl chloride
PYROLYSIS,BIO_LFO,1.0,Pyrolysis Process,Bio-light fuel oil
PYROLYSIS,CO2_A,0.322,Pyrolysis Process,CO2 emission (from carbon-intensive fields)
PYROLYSIS,ELECTRICITY_MV,0.024,Pyrolysis Process,Electricity (medium voltage)
PYROLYSIS,WOOD,-1.502,Pyrolysis Process,Woody biomass
RES_GEO,RES_GEO,1.0,,Geothermal resource
RES_HYDRO,RES_HYDRO,1.0,,Hydro resource
RES_SOLAR,RES_SOLAR,1.0,,Solar resource
RES_TIDAL,RES_TIDAL,1.0,,Tidal resource
RES_WIND_OFFSHORE,RES_WIND_OFFSHORE,1.0,,Wind resource
RES_WIND_ONSHORE,RES_WIND_ONSHORE,1.0,,Wind resource
SCHOOLBUS_BIODIESEL_B100,BIO_DIESEL,-0.062,100% BioDiesel-Powered School Bus,Bio-diesel
SCHOOLBUS_BIODIESEL_B100,CO2_E,0.018,100% BioDiesel-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_BIODIESEL_B100,MOB_PUBLIC_SD,1.0,100% BioDiesel-Powered School Bus,Public mobility
SCHOOLBUS_BIODIESEL_B20,BIO_DIESEL,-0.012,20% BioDiesel-Powered School Bus,Bio-diesel
SCHOOLBUS_BIODIESEL_B20,CO2_E,0.018,20% BioDiesel-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_BIODIESEL_B20,DIESEL,-0.05,20% BioDiesel-Powered School Bus,Diesel
SCHOOLBUS_BIODIESEL_B20,MOB_PUBLIC_SD,1.0,20% BioDiesel-Powered School Bus,Public mobility
SCHOOLBUS_BIOETOH_E10,BIO_ETHANOL,-0.008,10% BioEthanol-Powered School Bus,Bio-ethanol
SCHOOLBUS_BIOETOH_E10,CO2_E,0.017,10% BioEthanol-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_BIOETOH_E10,GASOLINE,-0.067,10% BioEthanol-Powered School Bus,Gasoline
SCHOOLBUS_BIOETOH_E10,MOB_PUBLIC_SD,1.0,10% BioEthanol-Powered School Bus,Public mobility
SCHOOLBUS_CNG,CO2_E,0.015,Compressed Natural Gas-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_CNG,MOB_PUBLIC_SD,1.0,Compressed Natural Gas-Powered School Bus,Public mobility
SCHOOLBUS_CNG,NG_HP,-0.074,Compressed Natural Gas-Powered School Bus,Natural gas (high pressure)
SCHOOLBUS_CSNG,CO2_E,0.015,Compressed Synthetic Natural Gas-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_CSNG,MOB_PUBLIC_SD,1.0,Compressed Synthetic Natural Gas-Powered School Bus,Public mobility
SCHOOLBUS_CSNG,SNG_HP,-0.074,Compressed Synthetic Natural Gas-Powered School Bus,Synthetic natural gas (high pressure)
SCHOOLBUS_DIESEL,CO2_E,0.018,Diesel-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_DIESEL,DIESEL,-0.062,Diesel-Powered School Bus,Diesel
SCHOOLBUS_DIESEL,MOB_PUBLIC_SD,1.0,Diesel-Powered School Bus,Public mobility
SCHOOLBUS_ETOH_E10,CO2_E,0.017,10% Ethanol-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_ETOH_E10,ETHANOL,-0.008,10% Ethanol-Powered School Bus,Ethanol
SCHOOLBUS_ETOH_E10,GASOLINE,-0.067,10% Ethanol-Powered School Bus,Gasoline
SCHOOLBUS_ETOH_E10,MOB_PUBLIC_SD,1.0,10% Ethanol-Powered School Bus,Public mobility
SCHOOLBUS_EV,ELECTRICITY_MV,-0.024,Electric-Powered School Bus,Electricity (medium voltage)
SCHOOLBUS_EV,MOB_PUBLIC_SD,1.0,Electric-Powered School Bus,Public mobility
SCHOOLBUS_GASOLINE,CO2_E,0.018,Gasoline-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_GASOLINE,GASOLINE,-0.075,Gasoline-Powered School Bus,Gasoline
SCHOOLBUS_GASOLINE,MOB_PUBLIC_SD,1.0,Gasoline-Powered School Bus,Public mobility
SCHOOLBUS_HY_DIESEL,CO2_E,0.013,Diesel Hybrid School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_HY_DIESEL,DIESEL,-0.046,Diesel Hybrid School Bus,Diesel
SCHOOLBUS_HY_DIESEL,MOB_PUBLIC_SD,1.0,Diesel Hybrid School Bus,Public mobility
SCHOOLBUS_PROPANE,CO2_E,0.018,Propane-Powered School Bus,CO2 emission (from nonconcentrated spot sources)
SCHOOLBUS_PROPANE,MOB_PUBLIC_SD,1.0,Propane-Powered School Bus,Public mobility
SCHOOLBUS_PROPANE,PROPANE,-0.075,Propane-Powered School Bus,Propane
SEMI_LH_BIODIESEL_B100,BIO_DIESEL,-0.327,100% BioDiesel-Powered Long Distance Semi-trailer truck,Bio-diesel
SEMI_LH_BIODIESEL_B100,CO2_E,0.086,100% BioDiesel-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_BIODIESEL_B100,MOB_FREIGHT_ELD,1.0,100% BioDiesel-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_BIODIESEL_B100,MOB_FREIGHT_LD,1.0,100% BioDiesel-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_BIODIESEL_B20,BIO_DIESEL,-0.065,20% BioDiesel-Powered Long Distance Semi-trailer truck,Bio-diesel
SEMI_LH_BIODIESEL_B20,CO2_E,0.086,20% BioDiesel-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_BIODIESEL_B20,DIESEL,-0.261,20% BioDiesel-Powered Long Distance Semi-trailer truck,Diesel
SEMI_LH_BIODIESEL_B20,MOB_FREIGHT_ELD,1.0,20% BioDiesel-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_BIODIESEL_B20,MOB_FREIGHT_LD,1.0,20% BioDiesel-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_CNG,CO2_E,0.072,Compressed Natural Gas-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_CNG,MOB_FREIGHT_ELD,1.0,Compressed Natural Gas-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_CNG,NG_HP,-0.422,Compressed Natural Gas-Powered Long Distance Semi-trailer truck,Natural gas (high pressure)
SEMI_LH_CNG,MOB_FREIGHT_LD,1.0,Compressed Natural Gas-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_CSNG,CO2_E,0.072,Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_CSNG,MOB_FREIGHT_ELD,1.0,Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_CSNG,SNG_HP,-0.422,Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,Synthetic natural gas (high pressure)
SEMI_LH_CSNG,MOB_FREIGHT_LD,1.0,Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_DIESEL,CO2_E,0.115,Diesel-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_DIESEL,DIESEL,-0.434,Diesel-Powered Long Distance Semi-trailer truck,Diesel
SEMI_LH_DIESEL,MOB_FREIGHT_ELD,1.0,Diesel-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_DIESEL,MOB_FREIGHT_LD,1.0,Diesel-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_EV,ELECTRICITY_MV,-0.473,Electric-Powered Long Distance Semi-trailer truck,Electricity (medium voltage)
SEMI_LH_EV,MOB_FREIGHT_ELD,1.0,Electric-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_EV,MOB_FREIGHT_LD,1.0,Electric-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_FC_H2,H2_HP,-0.306,Hydrogen Fuel Cell-Powered Long Distance Semi-trailer truck,Hydrogen (high pressure)
SEMI_LH_FC_H2,MOB_FREIGHT_ELD,1.0,Hydrogen Fuel Cell-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_FC_H2,MOB_FREIGHT_LD,1.0,Hydrogen Fuel Cell-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_HY_DIESEL,CO2_E,0.081,Diesel Hybrid Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_HY_DIESEL,DIESEL,-0.308,Diesel Hybrid Long Distance Semi-trailer truck,Diesel
SEMI_LH_HY_DIESEL,MOB_FREIGHT_ELD,1.0,Diesel Hybrid Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_HY_DIESEL,MOB_FREIGHT_LD,1.0,Diesel Hybrid Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_PROPANE,CO2_E,0.095,Propane-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_LH_PROPANE,MOB_FREIGHT_ELD,1.0,Propane-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_LH_PROPANE,PROPANE,-0.425,Propane-Powered Long Distance Semi-trailer truck,Propane
SEMI_LH_PROPANE,MOB_FREIGHT_LD,1.0,Propane-Powered Long Distance Semi-trailer truck,Freight mobility
SEMI_SH_BIODIESEL_B100,BIO_DIESEL,-0.342,100% BioDiesel-Powered Short Distance Semi-trailer truck,Bio-diesel
SEMI_SH_BIODIESEL_B100,CO2_E,0.09,100% BioDiesel-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_BIODIESEL_B100,MOB_FREIGHT_MD,1.0,100% BioDiesel-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_BIODIESEL_B20,BIO_DIESEL,-0.068,20% BioDiesel-Powered Short Distance Semi-trailer truck,Bio-diesel
SEMI_SH_BIODIESEL_B20,CO2_E,0.09,20% BioDiesel-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_BIODIESEL_B20,DIESEL,-0.273,20% BioDiesel-Powered Short Distance Semi-trailer truck,Diesel
SEMI_SH_BIODIESEL_B20,MOB_FREIGHT_MD,1.0,20% BioDiesel-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_CNG,CO2_E,0.074,Compressed Natural Gas-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_CNG,MOB_FREIGHT_MD,1.0,Compressed Natural Gas-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_CNG,NG_HP,-0.429,Compressed Natural Gas-Powered Short Distance Semi-trailer truck,Natural gas (high pressure)
SEMI_SH_CSNG,CO2_E,0.074,Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_CSNG,MOB_FREIGHT_MD,1.0,Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_CSNG,SNG_HP,-0.429,Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,Synthetic natural gas (high pressure)
SEMI_SH_DIESEL,CO2_E,0.12,Diesel-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_DIESEL,DIESEL,-0.453,Diesel-Powered Short Distance Semi-trailer truck,Diesel
SEMI_SH_DIESEL,MOB_FREIGHT_MD,1.0,Diesel-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_EV,ELECTRICITY_MV,-0.232,Electric-Powered Short Distance Semi-trailer truck,Electricity (medium voltage)
SEMI_SH_EV,MOB_FREIGHT_MD,1.0,Electric-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_FC_H2,H2_HP,-0.305,Hydrogen Fuel Cell-Powered Short Distance Semi-trailer truck,Hydrogen (high pressure)
SEMI_SH_FC_H2,MOB_FREIGHT_MD,1.0,Hydrogen Fuel Cell-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_HY_DIESEL,CO2_E,0.083,Diesel Hybrid Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_HY_DIESEL,DIESEL,-0.314,Diesel Hybrid Short Distance Semi-trailer truck,Diesel
SEMI_SH_HY_DIESEL,MOB_FREIGHT_MD,1.0,Diesel Hybrid Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_PROPANE,CO2_E,0.095,Propane-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources)
SEMI_SH_PROPANE,MOB_FREIGHT_MD,1.0,Propane-Powered Short Distance Semi-trailer truck,Freight mobility
SEMI_SH_PROPANE,PROPANE,-0.423,Propane-Powered Short Distance Semi-trailer truck,Propane
SMART_PROCESS,CO2_A,0.296,Implementation of SMART Process from ethylbenzene to styrene,CO2 emission (from carbon-intensive fields)
SMART_PROCESS,ETHYLBENZENE,-2.0,Implementation of SMART Process from ethylbenzene to styrene,Ethylbenzene
SMART_PROCESS,STYRENE,1.0,Implementation of SMART Process from ethylbenzene to styrene,Styrene
SMR,CO2_A,0.262,Steam Methane Reforming,CO2 emission (from carbon-intensive fields)
SMR,H2_HP,1.0,Steam Methane Reforming,Hydrogen (high pressure)
SMR,HEAT_HIGH_T,-0.6,Steam Methane Reforming,Heat (high temperature)
SMR,NG_HP,-0.983,Steam Methane Reforming,Natural gas (high pressure)
SMR_CCS,CO2_C,0.236,Steam Methane Reforming with Carbon Capture,Captured CO2
SMR_CCS,CO2_E,0.026,Steam Methane Reforming with Carbon Capture,CO2 emission (from nonconcentrated spot sources)
SMR_CCS,H2_HP,1.0,Steam Methane Reforming with Carbon Capture,Hydrogen (high pressure)
SMR_CCS,HEAT_HIGH_T,-1.183,Steam Methane Reforming with Carbon Capture,Heat (high temperature)
SMR_CCS,NG_HP,-0.983,Steam Methane Reforming with Carbon Capture,Natural gas (high pressure)
SNG_COMP_HE,ELECTRICITY_MV,-0.005,Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,Electricity (medium voltage)
SNG_COMP_HE,SNG_EHP,1.0,Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,Synthetic natural gas (extra high pressure)
SNG_COMP_HE,SNG_HP,-1.0,Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,Synthetic natural gas (high pressure)
SNG_COMP_LM,ELECTRICITY_MV,-0.02,Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,Electricity (medium voltage)
SNG_COMP_LM,SNG_LP,-1.0,Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,Synthetic natural gas (low pressure)
SNG_COMP_LM,SNG_MP,1.0,Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,Synthetic natural gas (medium pressure)
SNG_COMP_MH,ELECTRICITY_MV,-0.004,Synthetic Natural Gas Compression from Medium Pressure to High Pressure,Electricity (medium voltage)
SNG_COMP_MH,SNG_HP,1.0,Synthetic Natural Gas Compression from Medium Pressure to High Pressure,Synthetic natural gas (high pressure)
SNG_COMP_MH,SNG_MP,-1.0,Synthetic Natural Gas Compression from Medium Pressure to High Pressure,Synthetic natural gas (medium pressure)
SNG_EHP,SNG_EHP,1.0,Synthetic natural gas,Synthetic natural gas (extra high pressure)
SNG_EXP_EH,HEAT_LOW_T_DECEN,-0.001,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,"Heat (low temperature, decentralized)"
SNG_EXP_EH,SNG_EHP,-1.0,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,Synthetic natural gas (extra high pressure)
SNG_EXP_EH,SNG_HP,1.0,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,Synthetic natural gas (high pressure)
SNG_EXP_EH_COGEN,ELECTRICITY_MV,0.005,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Electricity (medium voltage)
SNG_EXP_EH_COGEN,HEAT_LOW_T_DECEN,-0.005,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),"Heat (low temperature, decentralized)"
SNG_EXP_EH_COGEN,SNG_EHP,-1.0,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Synthetic natural gas (extra high pressure)
SNG_EXP_EH_COGEN,SNG_HP,1.0,Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Synthetic natural gas (high pressure)
SNG_EXP_HM,SNG_HP,-1.0,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure,Synthetic natural gas (high pressure)
SNG_EXP_HM,SNG_MP,1.0,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure,Synthetic natural gas (medium pressure)
SNG_EXP_HM_COGEN,ELECTRICITY_MV,0.004,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Electricity (medium voltage)
SNG_EXP_HM_COGEN,HEAT_LOW_T_DECEN,-0.004,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),"Heat (low temperature, decentralized)"
SNG_EXP_HM_COGEN,SNG_HP,-1.0,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Synthetic natural gas (high pressure)
SNG_EXP_HM_COGEN,SNG_MP,1.0,Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Synthetic natural gas (medium pressure)
SNG_EXP_ML,SNG_LP,1.0,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure,Synthetic natural gas (low pressure)
SNG_EXP_ML,SNG_MP,-1.0,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure,Synthetic natural gas (medium pressure)
SNG_EXP_ML_COGEN,ELECTRICITY_MV,0.02,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Electricity (medium voltage)
SNG_EXP_ML_COGEN,HEAT_LOW_T_DECEN,-0.02,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),"Heat (low temperature, decentralized)"
SNG_EXP_ML_COGEN,SNG_LP,1.0,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Synthetic natural gas (low pressure)
SNG_EXP_ML_COGEN,SNG_MP,-1.0,Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Synthetic natural gas (medium pressure)
SNG_PYROLYSIS_PLASMA,H2_MP,1.0,Plasma Synthetic Natural Gas Pyrolysis,Hydrogen (medium pressure)
SNG_PYROLYSIS_PLASMA,HEAT_HIGH_T,-0.356,Plasma Synthetic Natural Gas Pyrolysis,Heat (high temperature)
SNG_PYROLYSIS_PLASMA,HEAT_LOW_T_DHN,0.244,Plasma Synthetic Natural Gas Pyrolysis,"Heat (low temperature, district heating network)"
SNG_PYROLYSIS_PLASMA,SNG_MP,-1.867,Plasma Synthetic Natural Gas Pyrolysis,Synthetic natural gas (medium pressure)
SNG_PYROLYSIS_THERMAL,H2_MP,1.0,Thermal Synthetic Natural Gas Pyrolysis,Hydrogen (medium pressure)
SNG_PYROLYSIS_THERMAL,HEAT_HIGH_T,-0.537,Thermal Synthetic Natural Gas Pyrolysis,Heat (high temperature)
SNG_PYROLYSIS_THERMAL,HEAT_LOW_T_DHN,0.39,Thermal Synthetic Natural Gas Pyrolysis,"Heat (low temperature, district heating network)"
SNG_PYROLYSIS_THERMAL,SNG_MP,-1.902,Thermal Synthetic Natural Gas Pyrolysis,Synthetic natural gas (medium pressure)
SNG_REFORMING,CO2_A,0.27,Synthetic Natural Gas Reforming,CO2 emission (from carbon-intensive fields)
SNG_REFORMING,H2_MP,1.0,Synthetic Natural Gas Reforming,Hydrogen (medium pressure)
SNG_REFORMING,SNG_MP,-1.365,Synthetic Natural Gas Reforming,Synthetic natural gas (medium pressure)
SNG_S,SNG_S,1.0,,Stored synthetic natural gas
SNG_STO,SNG_EHP,-1.0,Synthetic Natural Gas to Storage,Synthetic natural gas (extra high pressure)
SNG_STO,SNG_S,1.0,Synthetic Natural Gas to Storage,Stored synthetic natural gas
SOEC_ELECTROLYSIS,ELECTRICITY_HV,-1.25,Solid Oxide Electrolysis Cell Electrolysis,Electricity (high voltage)
SOEC_ELECTROLYSIS,H2_MP,1.0,Solid Oxide Electrolysis Cell Electrolysis,Hydrogen (medium pressure)
SOFC,ELECTRICITY_LV,2.491,Solid Oxide Fuel Cell,Electricity (low voltage)
SOFC,H2_HP,-3.774,Solid Oxide Fuel Cell,Hydrogen (high pressure)
SOFC,HEAT_LOW_T_DECEN,1.0,Solid Oxide Fuel Cell,"Heat (low temperature, decentralized)"
STEEL_MAKING,ELECTRICITY_EHV,-0.716,Steel Production,Electricity (extra high voltage)
STEEL_MAKING,HEAT_HIGH_T,-0.725,Steel Production,Heat (high temperature)
STEEL_MAKING,STEEL,1.0,Steel Production,Steel
